epoch,running time,testing acc
0,0.0,0.1202
1,151.90101504325867,0.9845
2,150.9731903076172,0.9898
3,155.60683465003967,0.9911
4,157.63026976585388,0.9918
5,153.12159037590027,0.9897
6,151.90289425849915,0.9925
