epoch,running time,testing acc
0,0.0,0.0859
1,920.1324384212494,0.5917
2,924.3996000289917,0.6863
3,935.8921685218811,0.7156
4,915.7479445934296,0.7228
5,914.6392815113068,0.734
6,942.8094408512115,0.7447
