epoch,running time,testing acc
0,0.0,0.0985
1,201.70156264305115,0.1
2,195.47430324554443,0.1
3,196.12824273109436,0.1
4,196.87955331802368,0.1
5,196.00556421279907,0.1
6,195.74172139167786,0.1
