epoch,running time,testing acc
0,0.0,0.0807
1,159.9358308315277,0.5599
2,151.8923077583313,0.6746
3,153.01012921333313,0.691
4,151.27361726760864,0.7089
5,150.7554314136505,0.7217
6,150.14911890029907,0.7104
