epoch,running time,testing acc
0,0.0,0.0836
1,152.44326615333557,0.9853
2,151.12113070487976,0.9882
3,151.10107517242432,0.9903
4,151.3583002090454,0.9907
5,151.30895686149597,0.9919
6,150.15108108520508,0.9927
