epoch,running time,testing acc
0,0.0,0.1003
1,165.2066855430603,0.5857
2,152.58554124832153,0.6702
3,152.1093623638153,0.7049
4,151.40945434570312,0.7068
5,150.42759561538696,0.7182
6,150.00665926933289,0.7294
