epoch,running time,testing acc
0,0.0,0.0981
1,101.75573134422302,0.5796
2,100.11175417900085,0.6434
3,99.4557535648346,0.6941
4,99.62953972816467,0.6992
5,99.65691494941711,0.7167
6,99.2464599609375,0.7038
