epoch,running time,testing acc
0,0.0,0.0986
1,995.4963810443878,0.6112
2,991.6762914657593,0.674
3,992.2757489681244,0.7225
4,985.9952397346497,0.7178
5,931.9411590099335,0.7198
6,912.0202379226685,0.728
