epoch,running time,testing acc
0,0.0,0.0794
1,153.48921585083008,0.5905
2,153.1495795249939,0.6822
3,152.22419333457947,0.6996
4,151.8522984981537,0.7233
5,151.1395502090454,0.7246
6,151.5437364578247,0.7306
