epoch,running time,testing acc
0,0.0,0.1178
1,108.41960120201111,0.5874
2,107.10615229606628,0.6519
3,104.11132574081421,0.6936
4,100.63176894187927,0.715
5,99.93156337738037,0.7267
6,99.9594714641571,0.7302
