epoch,running time,testing acc
0,0.0,0.1589
1,107.55465841293335,0.9857
2,102.06218266487122,0.99
3,103.76557493209839,0.9914
4,103.0506489276886,0.9895
5,106.14746618270874,0.9919
6,105.67177152633667,0.9924
