epoch,running time,testing acc
0,0.0,0.0964
1,915.2658879756927,0.9771
2,909.3352708816528,0.9866
3,913.0227341651917,0.9899
4,909.3728442192078,0.9922
5,909.9029710292816,0.9916
6,919.0337672233582,0.9907
