epoch,running time,testing acc
0,0.0,0.108
1,106.82354092597961,0.3856
2,103.9438591003418,0.4654
3,105.35480403900146,0.524
4,103.50451612472534,0.5648
5,102.3742618560791,0.5954
6,102.09565377235413,0.614
