epoch,running time,testing acc
0,0.0,0.1088
1,164.01299929618835,0.581
2,165.53174471855164,0.657
3,165.37611031532288,0.6835
4,162.05350041389465,0.7132
5,161.03339457511902,0.7303
6,160.2623906135559,0.7218
