epoch,running time,testing acc
0,0.0,0.0938
1,102.3367166519165,0.5902
2,100.44843769073486,0.6449
3,104.49871397018433,0.6832
4,106.20221972465515,0.706
5,108.53481483459473,0.728
6,106.7615385055542,0.7227
