epoch,running time,testing acc
0,0.0,0.0692
1,916.82887840271,0.9844
2,915.9123191833496,0.9898
3,914.0751216411591,0.9887
4,908.6355731487274,0.9909
5,904.0565667152405,0.9907
6,902.9262661933899,0.9911
