epoch,running time,testing acc
0,0.0,0.0627
1,100.11176037788391,0.9831
2,99.80722403526306,0.9875
3,99.47840356826782,0.9892
4,99.72250604629517,0.9901
5,99.0841634273529,0.9913
6,99.8644769191742,0.9873
