epoch,running time,testing acc
0,0.0,0.0992
1,108.76371741294861,0.6096
2,107.60554242134094,0.6848
3,107.79825830459595,0.7103
4,108.80026650428772,0.7347
5,104.03881406784058,0.7161
6,107.19265913963318,0.7407
