epoch,running time,testing acc
0,0.0,0.1042
1,154.68033719062805,0.5876
2,153.23340892791748,0.6337
3,159.63129448890686,0.6911
4,161.9231894016266,0.7225
5,162.51050472259521,0.7351
6,161.26985454559326,0.7251
