epoch,running time,testing acc
0,0.0,0.1119
1,105.12029361724854,0.9874
2,103.43131899833679,0.9905
3,101.12601208686829,0.9912
4,97.99131083488464,0.9899
5,98.35779070854187,0.9909
6,98.2699453830719,0.9919
